Employee ID,Age,Gender,Years at Company,Job Role,Monthly Income,Work-Life Balance,Job Satisfaction,Performance Rating,Number of Promotions,Overtime,Distance from Home,Education Level,Marital Status,Number of Dependents,Job Level,Company Size,Company Tenure (In Months),Remote Work,Leadership Opportunities,Innovation Opportunities,Company Reputation,Employee Recognition,Attrition,Distance from Home Missing,Company Tenure (In Months) Missing,Early Start Flag,Tenure Definition Review,Income IQR Flag,Left
59250,42,Male,30,Media,5151,Good,Medium,Average,2,No,83.0,Associate Degree,Single,3,Entry,Large,63.0,Yes,No,No,Fair,High,Left,False,False,True,True,False,1
53436,18,Male,7,Finance,10273,Fair,High,Average,0,No,82.0,Bachelor's Degree,Single,0,Mid,Small,63.0,No,No,No,Good,Low,Left,False,False,True,True,False,1
12769,55,Male,11,Technology,7601,Poor,Medium,Average,1,No,68.0,Associate Degree,Single,2,Mid,Medium,42.0,No,No,No,Poor,High,Left,False,False,False,True,False,1
12535,33,Female,22,Education,4361,Excellent,High,Average,0,No,90.0,Master's Degree,Married,2,Entry,Small,91.0,No,No,No,Poor,Medium,Left,False,False,True,True,False,1
36424,36,Male,21,Technology,9797,Good,High,Average,2,No,90.0,Associate Degree,Divorced,3,Mid,Large,67.0,No,No,No,Good,Low,Stayed,False,False,False,True,False,0
50453,39,Female,6,Education,4179,Good,High,Average,1,No,11.0,Associate Degree,Divorced,1,Mid,Large,16.0,No,No,No,Good,Medium,Stayed,False,False,False,True,False,0
26170,43,Male,21,Media,5322,Good,Medium,Average,2,Yes,62.0,Bachelor's Degree,Married,4,Entry,Large,96.0,No,No,Yes,Excellent,High,Stayed,False,False,False,True,False,0
45957,41,Female,31,Media,6890,Poor,High,Below Average,2,No,59.0,High School,Single,0,Senior,Large,106.0,No,No,No,Fair,High,Left,False,False,True,True,False,1
59222,41,Female,24,Media,5958,Good,High,Average,1,No,67.0,Master's Degree,Married,5,Senior,Medium,87.0,Yes,No,No,Poor,Low,Stayed,False,False,False,True,False,0
56002,59,Female,45,Technology,7706,Excellent,High,Average,0,No,96.0,PhD,Single,1,Entry,Medium,72.0,No,No,No,Good,Low,Stayed,False,False,False,True,False,0
6493,23,Male,8,Finance,7942,Poor,Very High,Average,2,No,53.0,Associate Degree,Married,0,Entry,Medium,40.0,No,No,No,Excellent,Low,Left,False,False,False,True,False,1
7470,56,Male,22,Media,5731,Poor,Medium,Average,0,Yes,15.0,High School,Married,1,Mid,Medium,66.0,No,No,Yes,Fair,Low,Left,False,False,False,True,False,1
30551,50,Male,28,Healthcare,7866,Excellent,Low,Average,0,No,60.0,High School,Single,3,Entry,Medium,79.0,No,No,No,Poor,High,Left,False,False,False,True,False,1
52094,38,Female,16,Technology,9329,Excellent,High,Below Average,2,No,24.0,Associate Degree,Married,0,Entry,Medium,21.0,Yes,No,Yes,Fair,Low,Stayed,False,False,False,True,False,0
30302,23,Female,2,Education,5905,Fair,High,Average,2,No,93.0,Bachelor's Degree,Single,1,Senior,Medium,20.0,No,No,No,Poor,Medium,Left,False,False,False,False,False,1
18085,47,Male,16,Healthcare,9440,Good,Medium,Average,0,Yes,76.0,Master's Degree,Divorced,0,Entry,Large,42.0,No,No,No,Poor,High,Stayed,False,False,False,True,False,0
46315,24,Female,6,Finance,8049,Good,High,Average,0,No,10.0,Master's Degree,Single,0,Entry,Small,21.0,No,No,No,Good,Low,Left,False,False,False,True,False,1
49359,21,Female,2,Technology,7397,Fair,High,Average,0,No,86.0,Associate Degree,Single,4,Mid,Medium,34.0,No,No,No,Excellent,Low,Left,False,False,False,False,False,1
23885,48,Male,23,Healthcare,7603,Fair,Very High,Below Average,0,No,25.0,Associate Degree,Married,0,Entry,Medium,75.0,No,No,Yes,Good,Medium,Left,False,False,False,True,False,1
56821,19,Male,6,Healthcare,7819,Fair,High,Average,1,No,12.0,Associate Degree,Single,3,Mid,Small,82.0,Yes,No,No,Excellent,High,Left,False,False,True,False,False,1
30639,40,Female,17,Technology,7250,Poor,Very High,Average,1,No,29.0,Associate Degree,Married,2,Entry,Small,88.0,No,No,No,Fair,Medium,Stayed,False,False,False,True,False,0
10851,36,Male,14,Finance,10073,Good,Low,Average,1,Yes,17.0,Associate Degree,Married,1,Senior,Medium,34.0,No,No,No,Good,Medium,Stayed,False,False,False,True,False,0
65822,52,Male,44,Education,4563,Fair,High,Average,1,No,93.0,Bachelor's Degree,Married,4,Senior,Small,103.0,Yes,No,No,Fair,Very High,Stayed,False,False,True,True,False,0
67396,25,Male,4,Media,6094,Good,Very High,Average,0,No,53.0,High School,Married,1,Entry,Large,78.0,No,No,No,Excellent,High,Left,False,False,False,True,False,1
23819,30,Male,7,Technology,9763,Excellent,High,High,2,Yes,65.0,Master's Degree,Single,1,Entry,Medium,40.0,No,No,No,Good,Low,Left,False,False,False,True,False,1
40178,34,Male,16,Technology,9542,Good,High,Average,0,No,27.0,Bachelor's Degree,Married,6,Mid,Medium,77.0,No,No,No,Good,Medium,Stayed,False,False,False,True,False,0
44572,33,Female,3,Technology,11417,Fair,Medium,High,2,No,39.0,Master's Degree,Married,2,Mid,Medium,68.0,No,No,No,Good,Low,Stayed,False,False,False,True,False,0
15274,44,Female,6,Education,6467,Poor,High,Low,2,Yes,91.0,Master's Degree,Married,2,Entry,Medium,40.0,No,No,No,Poor,Low,Left,False,False,False,True,False,1
58828,44,Female,12,Education,4749,Fair,Low,Average,1,No,94.0,High School,Married,1,Mid,Medium,87.0,No,No,No,Good,High,Stayed,False,False,False,True,False,0
64443,37,Male,27,Healthcare,10206,Fair,High,High,2,No,62.0,Bachelor's Degree,Married,0,Entry,Small,101.0,Yes,No,No,Excellent,Medium,Left,False,False,True,True,False,1
58235,39,Male,3,Education,4792,Good,Medium,Average,0,No,86.0,High School,Married,3,Entry,Medium,33.0,No,No,Yes,Fair,Medium,Stayed,False,False,False,False,False,0
40049,32,Male,16,Technology,8668,Good,Medium,Low,1,Yes,13.0,Associate Degree,Married,2,Mid,Small,46.0,No,No,No,Good,Very High,Left,False,False,False,True,False,1
46709,54,Female,10,Education,6146,Poor,High,Below Average,4,No,5.0,High School,Single,1,Entry,Large,78.0,No,No,No,Excellent,High,Left,False,False,False,True,False,1
51035,47,Female,11,Media,6227,Good,Very High,Average,1,Yes,88.0,Master's Degree,Single,0,Entry,Small,86.0,No,No,No,Poor,Medium,Left,False,False,False,True,False,1
67625,39,Male,15,Technology,9628,Good,High,Below Average,1,Yes,78.0,Bachelor's Degree,Single,2,Entry,Medium,66.0,No,No,No,Good,Low,Left,False,False,False,True,False,1
55127,45,Female,35,Education,4767,Good,Medium,High,1,No,4.0,Master's Degree,Single,1,Mid,Medium,111.0,No,No,No,Good,Low,Left,False,False,True,True,False,1
33751,59,Male,40,Media,6340,Fair,High,Average,0,No,71.0,High School,Married,0,Mid,Medium,59.0,No,No,Yes,Good,Low,Left,False,False,False,True,False,1
58812,53,Female,1,Finance,9463,Good,High,Average,2,Yes,66.0,Bachelor's Degree,Single,3,Mid,Medium,30.0,No,No,No,Good,Low,Left,False,False,False,True,False,1
24924,35,Female,8,Healthcare,6685,Poor,High,Average,0,Yes,17.0,Bachelor's Degree,Married,0,Senior,Small,61.0,No,No,No,Excellent,Low,Stayed,False,False,False,True,False,0
39218,37,Female,11,Technology,7414,Good,High,Below Average,1,Yes,15.0,Associate Degree,Single,3,Senior,Small,27.0,Yes,Yes,Yes,Good,Medium,Stayed,False,False,False,True,False,0
54728,48,Female,31,Technology,8713,Good,Low,Average,2,No,28.0,Bachelor's Degree,Married,4,Mid,Large,90.0,No,No,No,Good,Medium,Stayed,False,False,False,True,False,0
38236,36,Male,23,Healthcare,8349,Fair,High,Below Average,1,No,64.0,High School,Single,3,Entry,Medium,57.0,No,No,No,Excellent,Low,Left,False,False,True,True,False,1
4323,53,Male,7,Media,6419,Good,High,Average,2,Yes,52.0,Associate Degree,Single,1,Entry,Large,56.0,No,No,No,Good,Low,Left,False,False,False,True,False,1
3821,40,Male,1,Finance,7059,Fair,Medium,Average,0,Yes,27.0,Associate Degree,Married,1,Entry,Large,54.0,No,No,No,Excellent,Low,Stayed,False,False,False,True,False,0
19999,45,Male,37,Technology,9562,Excellent,High,Average,0,Yes,3.0,Associate Degree,Divorced,1,Entry,Medium,106.0,No,No,Yes,Fair,Low,Left,False,False,True,True,False,1
42574,34,Female,1,Technology,8344,Fair,High,High,1,Yes,10.0,Associate Degree,Single,1,Mid,Medium,33.0,No,No,No,Fair,High,Left,False,False,False,True,False,1
5885,56,Female,3,Media,5920,Fair,High,Average,2,No,39.0,Bachelor's Degree,Divorced,1,Mid,Medium,5.0,No,No,No,Excellent,Medium,Stayed,False,False,False,True,False,0
34727,21,Female,7,Education,4432,Good,Medium,Average,1,Yes,87.0,Associate Degree,Single,0,Entry,Medium,64.0,Yes,No,No,Fair,Low,Left,False,False,False,True,False,1
28404,54,Female,41,Media,5188,Good,High,Low,0,No,59.0,Master's Degree,Single,3,Entry,Medium,112.0,No,No,No,Fair,Medium,Left,False,False,True,True,False,1
73560,36,Female,1,Education,5462,Good,Medium,Average,3,No,34.0,Bachelor's Degree,Divorced,4,Entry,Medium,48.0,No,No,Yes,Fair,Low,Stayed,False,False,False,True,False,0
68505,23,Male,6,Healthcare,7402,Good,High,Average,1,No,29.0,Associate Degree,Married,0,Mid,Medium,76.0,Yes,No,No,Good,High,Stayed,False,False,False,False,False,0
38148,28,Male,1,Education,3192,Fair,Medium,High,0,No,22.0,High School,Married,1,Entry,Large,47.0,No,No,No,Good,Low,Left,False,False,False,True,False,1
40977,46,Male,19,Education,4473,Good,High,Average,0,No,18.0,Bachelor's Degree,Single,4,Senior,Medium,65.0,No,No,No,Fair,Low,Stayed,False,False,False,True,False,0
19742,56,Male,43,Media,5774,Poor,Very High,High,2,No,89.0,Bachelor's Degree,Divorced,3,Mid,Large,81.0,No,No,Yes,Fair,High,Stayed,False,False,True,True,False,0
8153,24,Male,2,Healthcare,7055,Good,Medium,Average,0,No,49.0,Bachelor's Degree,Divorced,1,Mid,Medium,72.0,No,No,No,Fair,Low,Left,False,False,False,True,False,1
27737,57,Male,43,Technology,5885,Excellent,Low,Below Average,0,No,6.0,Associate Degree,Single,3,Senior,Large,47.0,No,No,No,Poor,High,Left,False,False,False,True,False,1
15141,37,Male,1,Education,2175,Poor,High,Average,1,Yes,7.0,Associate Degree,Divorced,4,Mid,Small,67.0,Yes,No,No,Good,Medium,Left,False,False,False,True,False,1
19105,47,Female,9,Healthcare,6562,Fair,High,High,0,No,82.0,Associate Degree,Married,3,Entry,Medium,28.0,No,No,No,Poor,High,Left,False,False,False,True,False,1
12890,18,Male,3,Education,4889,Poor,High,Average,0,No,53.0,Associate Degree,Married,3,Senior,Medium,14.0,No,No,No,Excellent,High,Stayed,False,False,False,True,False,0
33402,59,Female,17,Education,4805,Fair,High,Average,1,No,52.0,Bachelor's Degree,Married,4,Mid,Small,30.0,No,No,No,Excellent,Low,Stayed,False,False,False,True,False,0
8171,57,Male,49,Education,5629,Excellent,High,Average,0,No,53.0,Bachelor's Degree,Married,4,Entry,Small,53.0,No,No,No,Good,Low,Stayed,False,False,True,True,False,0
25072,57,Female,28,Technology,9547,Good,Very High,Average,2,No,87.0,Master's Degree,Married,1,Entry,Medium,101.0,No,No,No,Good,High,Left,False,False,False,True,False,1
53092,19,Male,5,Healthcare,8529,Excellent,Very High,Average,1,No,35.0,High School,Married,2,Mid,Medium,29.0,No,Yes,Yes,Good,Medium,Left,False,False,False,True,False,1
30838,35,Female,17,Technology,9818,Good,High,Below Average,1,No,80.0,Associate Degree,Married,1,Entry,Small,70.0,No,Yes,No,Good,Low,Left,False,False,False,True,False,1
18895,20,Male,6,Healthcare,7784,Fair,High,Average,2,Yes,19.0,Master's Degree,Married,2,Mid,Small,81.0,No,No,No,Fair,Low,Stayed,False,False,False,False,False,0
38685,28,Male,18,Technology,7421,Good,Low,Average,0,No,85.0,Bachelor's Degree,Married,4,Mid,Small,62.0,Yes,No,Yes,Fair,Low,Stayed,False,False,True,True,False,0
21720,23,Female,1,Media,6547,Good,High,Below Average,3,Yes,23.0,PhD,Divorced,0,Mid,Large,7.0,No,No,No,Good,Medium,Stayed,False,False,False,False,False,0
5491,45,Female,26,Technology,9201,Good,Very High,High,1,No,20.0,High School,Married,0,Senior,Large,100.0,No,No,No,Poor,Low,Stayed,False,False,False,True,False,0
26844,50,Male,6,Media,6539,Excellent,High,High,0,No,12.0,Associate Degree,Single,0,Mid,Medium,35.0,No,No,No,Good,Medium,Stayed,False,False,False,True,False,0
66166,47,Female,16,Healthcare,8327,Good,Very High,Below Average,2,No,99.0,Associate Degree,Married,4,Entry,Medium,61.0,No,No,No,Good,High,Left,False,False,False,True,False,1
31991,20,Male,2,Media,5193,Good,Low,Average,0,Yes,68.0,Master's Degree,Single,3,Mid,Large,45.0,Yes,No,No,Poor,Low,Left,False,False,False,True,False,1
15966,55,Male,26,Education,3487,Fair,Low,High,1,Yes,9.0,PhD,Married,2,Senior,Medium,75.0,No,No,No,Good,Low,Stayed,False,False,False,True,False,0
41311,55,Female,9,Technology,8488,Excellent,Very High,Average,2,No,9.0,High School,Divorced,0,Entry,Small,60.0,No,No,Yes,Poor,High,Left,False,False,False,True,False,1
38967,47,Female,14,Technology,7964,Good,High,High,0,No,22.0,Master's Degree,Married,0,Entry,Medium,48.0,No,No,No,Good,Medium,Stayed,False,False,False,True,False,0
44898,28,Male,4,Healthcare,7823,Good,High,Below Average,0,No,59.0,Associate Degree,Married,0,Senior,Small,81.0,No,No,No,Poor,Medium,Stayed,False,False,False,True,False,0
67285,32,Female,2,Media,6473,Good,High,Average,0,No,12.0,Master's Degree,Married,1,Entry,Large,39.0,Yes,No,Yes,Good,Low,Stayed,False,False,False,True,False,0
11156,43,Female,23,Media,5804,Fair,Medium,Below Average,0,No,22.0,Bachelor's Degree,Single,1,Mid,Small,59.0,No,No,No,Good,Medium,Left,False,False,False,True,False,1
42500,23,Male,12,Media,5840,Poor,High,High,2,No,68.0,Associate Degree,Married,0,Entry,Medium,29.0,Yes,No,No,Good,Low,Left,False,False,True,True,False,1
63605,51,Female,14,Media,5610,Good,High,High,1,No,35.0,Master's Degree,Single,2,Senior,Medium,92.0,No,No,No,Good,Low,Stayed,False,False,False,True,False,0
50571,41,Male,1,Healthcare,7565,Good,Very High,Average,0,No,88.0,Bachelor's Degree,Married,1,Entry,Medium,78.0,No,No,No,Poor,Very High,Left,False,False,False,True,False,1
52791,24,Male,7,Finance,7010,Good,Medium,Average,1,Yes,77.0,Associate Degree,Married,5,Entry,Medium,70.0,No,No,No,Excellent,Low,Stayed,False,False,False,True,False,0
11784,29,Female,16,Healthcare,5741,Good,High,Average,0,No,34.0,Bachelor's Degree,Single,1,Senior,Medium,45.0,No,No,No,Good,Medium,Stayed,False,False,True,True,False,0
4849,48,Female,27,Technology,8235,Excellent,Medium,Average,0,No,40.0,High School,Single,0,Mid,Medium,85.0,No,No,No,Good,High,Left,False,False,False,True,False,1
17967,49,Male,7,Healthcare,7167,Poor,Medium,Average,0,Yes,66.0,Bachelor's Degree,Married,4,Entry,Large,33.0,No,No,No,Fair,Low,Stayed,False,False,False,True,False,0
38467,45,Male,20,Media,6245,Good,High,Average,0,No,14.0,Bachelor's Degree,Divorced,1,Mid,Small,35.0,Yes,No,No,Excellent,Low,Stayed,False,False,False,True,False,0
19227,22,Male,3,Education,5498,Good,High,High,0,No,39.0,Bachelor's Degree,Married,0,Entry,Large,4.0,Yes,No,No,Excellent,Medium,Stayed,False,False,False,True,False,0
40792,31,Male,12,Media,5815,Fair,Medium,Below Average,1,No,10.0,Associate Degree,Married,5,Mid,Large,30.0,No,No,No,Excellent,Very High,Stayed,False,False,False,True,False,0
73654,39,Male,19,Finance,9771,Good,Medium,High,2,No,77.0,Associate Degree,Married,3,Mid,Small,46.0,Yes,No,Yes,Excellent,Medium,Stayed,False,False,False,True,False,0
64213,41,Female,18,Media,4930,Fair,Medium,Average,1,No,24.0,Bachelor's Degree,Married,2,Entry,Medium,62.0,No,No,Yes,Good,Low,Left,False,False,False,True,False,1
56768,59,Female,10,Education,4611,Fair,High,Average,0,No,30.0,Bachelor's Degree,Married,2,Mid,Medium,40.0,Yes,No,No,Good,Low,Stayed,False,False,False,True,False,0
8217,51,Female,22,Healthcare,7947,Fair,Very High,Average,0,No,84.0,Master's Degree,Married,1,Mid,Small,74.0,Yes,Yes,No,Good,High,Stayed,False,False,False,True,False,0
30279,48,Female,29,Healthcare,9009,Fair,High,Average,1,No,61.0,Bachelor's Degree,Married,0,Entry,Small,50.0,No,No,No,Good,Low,Stayed,False,False,False,True,False,0
27958,19,Male,9,Healthcare,8984,Good,Low,High,1,No,79.0,Master's Degree,Married,0,Entry,Medium,76.0,No,No,Yes,Good,Low,Left,False,False,True,True,False,1
22608,18,Male,9,Finance,8215,Fair,Very High,High,2,No,61.0,Bachelor's Degree,Single,2,Mid,Medium,17.0,No,No,No,Excellent,Medium,Left,False,False,True,True,False,1
57120,51,Female,28,Education,4195,Poor,High,Average,0,No,60.0,High School,Single,0,Entry,Medium,60.0,No,No,No,Good,High,Left,False,False,False,True,False,1
65346,24,Male,5,Media,6298,Excellent,High,High,0,No,92.0,Master's Degree,Married,1,Mid,Small,63.0,No,No,No,Poor,Medium,Stayed,False,False,False,False,False,0
56035,20,Female,6,Technology,8157,Fair,Medium,Average,1,No,6.0,Bachelor's Degree,Married,1,Senior,Medium,54.0,No,No,Yes,Fair,Medium,Stayed,False,False,False,True,False,0
39949,31,Male,11,Healthcare,7478,Good,High,Below Average,1,No,4.0,Associate Degree,Single,0,Mid,Medium,17.0,No,Yes,No,Poor,Low,Stayed,False,False,False,True,False,0
7776,29,Female,3,Media,5703,Good,Low,Average,1,No,63.0,Associate Degree,Married,0,Entry,Large,59.0,No,No,No,Good,Low,Left,False,False,False,True,False,1
27117,22,Female,8,Healthcare,8097,Excellent,Medium,Average,0,Yes,26.0,Bachelor's Degree,Single,0,Senior,Medium,54.0,No,No,No,Good,Low,Left,False,False,False,True,False,1
15422,34,Male,15,Finance,10478,Excellent,Low,High,0,No,27.0,Bachelor's Degree,Married,3,Mid,Medium,22.0,Yes,No,No,Good,High,Stayed,False,False,False,True,False,0
22773,34,Male,1,Education,3850,Excellent,High,High,0,No,38.0,Associate Degree,Single,1,Senior,Large,37.0,No,No,Yes,Excellent,Medium,Left,False,False,False,True,False,1
60706,46,Female,38,Media,6105,Good,Medium,Average,1,No,44.0,High School,Single,0,Mid,Large,92.0,No,No,Yes,Good,High,Left,False,False,True,True,False,1
56062,28,Male,11,Technology,8453,Good,Very High,High,0,No,86.0,Master's Degree,Single,0,Entry,Medium,75.0,No,No,No,Good,High,Left,False,False,False,True,False,1
32136,39,Male,27,Education,5370,Good,Low,Average,2,No,13.0,Bachelor's Degree,Married,0,Senior,Medium,39.0,No,No,Yes,Poor,Medium,Stayed,False,False,True,True,False,0
69143,38,Female,11,Healthcare,6643,Excellent,Low,Average,0,No,94.0,Associate Degree,Married,0,Entry,Small,79.0,No,No,No,Good,High,Left,False,False,False,True,False,1
11106,25,Male,8,Healthcare,6971,Good,High,Average,0,No,85.0,Bachelor's Degree,Divorced,1,Entry,Large,31.0,No,No,No,Good,Low,Stayed,False,False,False,True,False,0
9565,59,Female,10,Technology,10920,Good,High,High,0,No,55.0,High School,Married,1,Entry,Medium,53.0,No,No,No,Good,Medium,Stayed,False,False,False,True,False,0
51190,38,Male,22,Education,3031,Poor,High,Average,3,No,38.0,Associate Degree,Single,2,Entry,Medium,91.0,Yes,No,Yes,Excellent,Low,Stayed,False,False,False,True,False,0
68175,54,Male,9,Media,6142,Fair,Very High,Average,2,Yes,86.0,Bachelor's Degree,Divorced,0,Mid,Medium,65.0,Yes,No,No,Poor,Low,Left,False,False,False,True,False,1
26334,50,Male,8,Healthcare,9756,Fair,Medium,High,2,Yes,71.0,Associate Degree,Single,1,Entry,Small,45.0,No,No,No,Good,Medium,Left,False,False,False,True,False,1
43127,49,Female,20,Healthcare,8614,Fair,Very High,Below Average,4,No,79.0,Bachelor's Degree,Married,3,Entry,Large,48.0,No,No,No,Good,Medium,Stayed,False,False,False,True,False,0
17578,42,Male,6,Technology,10458,Fair,High,Average,3,Yes,48.0,Master's Degree,Married,5,Mid,Small,43.0,No,No,No,Good,Low,Stayed,False,False,False,True,False,0
70292,29,Male,13,Finance,4499,Good,Medium,Average,2,No,15.0,High School,Single,1,Senior,Medium,52.0,No,No,No,Good,Medium,Stayed,False,False,False,True,False,0
18984,36,Male,20,Healthcare,6355,Poor,High,High,3,No,59.0,Associate Degree,Married,0,Entry,Medium,61.0,No,No,No,Poor,Medium,Stayed,False,False,False,True,False,0
59729,44,Male,14,Healthcare,7149,Poor,Low,Average,0,No,1.0,Bachelor's Degree,Married,2,Entry,Medium,46.0,No,No,No,Excellent,Low,Left,False,False,False,True,False,1
23168,38,Female,23,Finance,9438,Fair,High,Average,1,No,79.0,High School,Married,4,Senior,Medium,86.0,No,No,No,Good,Low,Stayed,False,False,False,True,False,0
35358,45,Male,25,Technology,8440,Excellent,Low,High,0,Yes,30.0,Master's Degree,Married,3,Entry,Medium,88.0,No,No,No,Good,Low,Left,False,False,False,True,False,1
19432,45,Male,7,Healthcare,9077,Fair,Very High,High,0,No,75.0,Associate Degree,Divorced,3,Senior,Large,30.0,No,No,Yes,Fair,Medium,Stayed,False,False,False,True,False,0
10498,46,Male,38,Media,6765,Fair,Very High,Average,0,Yes,81.0,Associate Degree,Divorced,0,Mid,Medium,88.0,Yes,No,No,Good,Low,Left,False,False,True,True,False,1
979,46,Female,25,Technology,7705,Poor,Very High,High,0,Yes,22.0,Bachelor's Degree,Divorced,0,Entry,Medium,81.0,No,No,No,Fair,Medium,Left,False,False,False,True,False,1
66424,28,Female,8,Education,5830,Fair,Medium,Average,3,No,21.0,Master's Degree,Divorced,4,Mid,Small,18.0,No,No,No,Fair,Medium,Stayed,False,False,False,True,False,0
3156,22,Female,11,Healthcare,7980,Poor,Medium,Average,0,Yes,20.0,Bachelor's Degree,Married,3,Mid,Medium,13.0,No,No,No,Fair,High,Left,False,False,True,True,False,1
52851,53,Female,22,Education,4275,Good,Very High,Average,2,Yes,61.0,Bachelor's Degree,Single,1,Entry,Medium,76.0,No,No,No,Good,Medium,Left,False,False,False,True,False,1
48593,48,Female,40,Healthcare,8144,Excellent,Very High,High,0,No,95.0,Bachelor's Degree,Married,1,Mid,Small,50.0,No,No,No,Good,High,Stayed,False,False,True,True,False,0
43512,28,Male,1,Healthcare,7548,Good,High,Average,0,Yes,28.0,Associate Degree,Married,1,Entry,Small,20.0,No,No,Yes,Excellent,High,Left,False,False,False,False,False,1
68735,26,Female,2,Healthcare,8621,Fair,High,Average,2,No,47.0,Associate Degree,Married,5,Entry,Medium,70.0,No,No,No,Good,Medium,Left,False,False,False,True,False,1
59006,48,Male,32,Education,2731,Poor,High,Below Average,0,Yes,75.0,High School,Single,0,Senior,Medium,70.0,No,No,Yes,Good,High,Left,False,False,False,True,False,1
61447,47,Female,6,Technology,8721,Excellent,High,Below Average,2,No,9.0,Master's Degree,Single,1,Senior,Small,25.0,No,Yes,No,Fair,High,Left,False,False,False,True,False,1
28020,57,Female,5,Technology,12512,Good,Very High,Low,0,Yes,38.0,Associate Degree,Single,3,Mid,Medium,81.0,No,No,No,Excellent,Low,Left,False,False,False,True,False,1
59804,27,Female,3,Media,5413,Excellent,High,Average,4,No,18.0,Associate Degree,Divorced,3,Mid,Large,16.0,No,No,No,Poor,Medium,Left,False,False,False,True,False,1
32598,25,Male,5,Media,6305,Good,High,Average,0,No,49.0,Bachelor's Degree,Single,0,Mid,Small,7.0,No,No,No,Excellent,Low,Stayed,False,False,False,True,False,0
38695,48,Female,37,Media,5466,Poor,Low,Average,2,No,80.0,Bachelor's Degree,Divorced,1,Entry,Medium,109.0,No,No,No,Poor,Medium,Left,False,False,True,True,False,1
5560,43,Female,21,Education,5487,Poor,High,Average,0,No,28.0,Associate Degree,Married,3,Entry,Large,85.0,No,Yes,No,Fair,Low,Stayed,False,False,False,True,False,0
56651,43,Female,19,Technology,8585,Good,Medium,Average,2,No,38.0,Master's Degree,Married,4,Senior,Medium,35.0,No,No,No,Good,Low,Stayed,False,False,False,True,False,0
63441,33,Male,12,Technology,7696,Fair,Medium,Average,0,Yes,32.0,Bachelor's Degree,Married,0,Entry,Large,40.0,Yes,No,No,Good,Medium,Stayed,False,False,False,True,False,0
12300,40,Female,19,Healthcare,6745,Poor,High,High,0,Yes,44.0,Bachelor's Degree,Single,1,Entry,Small,63.0,No,No,No,Good,Medium,Left,False,False,False,True,False,1
17726,56,Male,20,Technology,10508,Fair,High,Average,1,Yes,87.0,High School,Married,2,Mid,Medium,94.0,No,No,No,Good,Medium,Left,False,False,False,True,False,1
49297,35,Female,6,Healthcare,9072,Fair,High,Average,0,No,9.0,Associate Degree,Married,4,Mid,Medium,40.0,Yes,No,No,Good,Low,Stayed,False,False,False,True,False,0
66894,54,Male,1,Healthcare,8270,Good,Low,Average,3,Yes,32.0,High School,Married,3,Entry,Small,54.0,No,No,No,Poor,Medium,Stayed,False,False,False,True,False,0
32679,55,Male,46,Healthcare,7564,Fair,High,Average,0,Yes,90.0,Associate Degree,Married,0,Mid,Medium,111.0,No,No,No,Good,High,Stayed,False,False,True,True,False,0
32351,31,Female,13,Media,6439,Excellent,High,Average,1,No,77.0,Bachelor's Degree,Single,1,Senior,Small,75.0,No,No,No,Excellent,High,Stayed,False,False,False,True,False,0
11261,48,Male,36,Education,5080,Poor,Low,Average,0,No,71.0,Bachelor's Degree,Single,2,Mid,Medium,69.0,No,No,No,Excellent,Medium,Left,False,False,True,True,False,1
29170,59,Male,3,Media,6332,Good,High,Average,2,No,97.0,Associate Degree,Single,3,Mid,Large,67.0,No,No,No,Good,Low,Stayed,False,False,False,True,False,0
38549,35,Female,27,Media,7041,Poor,High,Below Average,0,No,16.0,Associate Degree,Married,2,Mid,Small,92.0,No,No,No,Good,Low,Stayed,False,False,True,True,False,0
1759,32,Female,18,Healthcare,9061,Excellent,Very High,High,0,No,97.0,High School,Single,1,Mid,Small,44.0,No,No,Yes,Poor,Very High,Left,False,False,False,True,False,1
64701,35,Male,9,Technology,8957,Fair,Very High,Average,1,No,7.0,High School,Married,0,Entry,Large,72.0,No,No,No,Good,Very High,Stayed,False,False,False,True,False,0
62720,50,Male,39,Healthcare,7831,Good,Very High,Average,0,Yes,21.0,High School,Single,2,Entry,Small,66.0,Yes,No,No,Good,Medium,Stayed,False,False,True,True,False,0
29212,55,Male,21,Technology,9291,Fair,Very High,Average,1,Yes,73.0,Master's Degree,Married,1,Senior,Medium,23.0,No,No,No,Excellent,Low,Stayed,False,False,False,True,False,0
27331,51,Male,4,Technology,10626,Excellent,High,High,1,Yes,98.0,High School,Single,4,Entry,Large,62.0,No,No,No,Fair,Low,Left,False,False,False,True,False,1
32458,32,Female,9,Finance,7057,Fair,High,Average,1,Yes,41.0,Master's Degree,Single,1,Entry,Medium,56.0,No,No,No,Fair,Low,Left,False,False,False,True,False,1
68376,49,Male,7,Media,6161,Good,High,High,0,No,74.0,Master's Degree,Married,3,Senior,Medium,60.0,Yes,No,No,Good,Medium,Stayed,False,False,False,True,False,0
15844,57,Female,45,Finance,8853,Good,High,Average,0,No,33.0,Master's Degree,Single,0,Senior,Medium,83.0,No,No,No,Good,Low,Stayed,False,False,True,True,False,0
39164,35,Male,18,Technology,10876,Fair,High,Average,1,Yes,83.0,Master's Degree,Divorced,2,Mid,Medium,96.0,No,No,No,Poor,High,Left,False,False,False,True,False,1
